tag,qid_highest,highest_question_viewcount,qid_lowest,lowest_question_viewcount
badges,873316,71,778978,39
badlocation,578000,38,578000,38
badwords,845890,159,845890,159
balancing,575772,843,575772,843
ball,609002,422,788966,112
balloon,581959,166,902642,48
bamboo,754195,134,808413,77
bandwidth,566139,611,830577,27
bandwidth-reduction,793037,65,793037,65
bandwidth-throttling,887502,53,887502,53
bank,824505,101,824505,101
banking,780835,33,802707,29
banner,833430,157,823497,109
bar,696199,296,784717,194
barchart,595133,147,595133,147
barcode,613881,1185,885531,37
barcode-scanner,587840,437,615036,279
bare,895819,77,895819,77
bare-domain,786828,303,839095,85
bare-metal,713734,299,713734,299
barebones,958258,494,958258,494
bareword,610586,79,610586,79
base,603177,1021,905181,37
base-class,729527,233,780022,202
base-conversion,849598,164,849598,164
base-convert,686847,158,686847,158
base-tag,659120,163,659120,163
base-url,920298,45,920298,45
base32,729268,172,811195,103
base64,574972,363,938920,24
basecamp,719303,247,719303,247
based,620188,52,620188,52
basehttpserver,888834,89,888834,89
basename,638991,209,638991,209
bash,603696,3365,835865,16
bash-alias,902946,107,627016,85
bash2zsh,800235,48,800235,48
bash4,793678,30,793715,23
bashrc,820517,144,639990,38
basic,674600,285,828744,38
basic-authentication,567814,538,777687,27
basic-knowledge,611957,326,611957,326
basichttpbinding,798684,164,709192,80
basics,577575,505,928806,93
bat,625656,1096,934329,33
batch,648862,1362,916413,15
batch-delete,735201,206,735201,206
batch-file,588321,1314,939033,13
batch-process,844979,71,844979,71
batch-processing,884369,81,884369,81
batch-rename,717171,292,717171,292
batching,799389,64,799389,64
batchprocessing,755397,134,713179,18
batik,714243,84,714243,84
battery,681717,187,742931,86
bayesian,719983,235,744237,107
bayesian-networks,684995,51,684995,51
bazaar,706428,248,933711,8
bazaar-plugins,933711,8,933711,8
bbcode,681941,193,908167,54
bbedit,621848,236,621848,236
bbpress,597379,130,597379,130
bcb,819937,92,819937,92
bcb6,939014,46,939014,46
bcc,771907,152,583786,47
bcd,960264,116,960264,116
bcel,627269,106,876840,62
bcl,744705,251,844104,58
bcp,799465,350,769954,30
bcrypt,622732,179,873403,30
bdb,577447,160,577447,160
bdc,600514,189,755504,22
bdd,590002,387,851618,15
bde,627808,476,945064,37
bde-administrator,806913,51,806913,51
bdmv,588924,66,588924,66
bduf,621140,283,621140,283
bea,940800,32,940800,32
beam,587996,188,587996,188
beamer,639260,308,744243,73
bean,797894,128,863216,22
beans,683123,466,741988,40
beanshell,707832,85,707832,85
beanstalk,801950,76,907329,58
beanstalkd,584575,239,584575,239
beanutils,614734,150,950006,10
bearing,695065,141,877524,125
beast,896131,52,896131,52
beautification,841075,250,841075,250
beautifier,841075,250,841075,250
beautifulsoup,628332,327,891434,33
beautytips,941170,30,941170,30
beep,691743,229,944752,113
begininvoke,758233,247,881202,77
beginner,587512,6799,591549,11
beginners-guide,844292,211,941710,98
beginning-xml,737943,56,737943,56
beginning-xpath,767851,224,876240,59
beginning-xslt,790952,117,800963,53
behavior,729905,189,911683,21
behaviors,799103,47,799103,47
behaviour,620894,181,891581,70
belongs-on-serverfault,787489,535,922936,13
belongs-on-superuser,951112,87,958054,24
belongs-on-uservoice,941684,64,952106,43
belongs-to,899981,134,707830,110
benchmark,630179,1143,753492,52
benchmarking,645768,517,932595,11
benefits,952318,297,779958,99
berkeley,901966,27,901966,27
berkeley-db,577447,160,771194,23
berkeleydb,601348,487,601348,487
best,836633,244,916094,29
best-fit-curve,718866,84,718866,84
best-practices,784461,7049,947611,16
beta,751411,310,941479,42
beta-plugins,666639,148,666639,148
beta-testing,953508,53,953508,53
beta2-to-rc2,626901,322,617116,139
beta4-to-rc2,617244,178,617244,178
between,585020,422,948133,56
bezier,724219,466,764415,78
bezier-curve,920687,108,841111,64
bfs,604478,133,855899,61
bgiframe,577739,237,577739,237
bgl,667912,99,785445,12
bgp,922920,26,922920,26
bho,581855,432,857563,22
bi,898294,54,898294,54
bibliography,949494,33,755912,25
bibtex,944996,87,757880,83
bidirectional,672915,82,700802,52
bids,638191,148,749222,47
big,928233,90,911663,67
big-o,905551,1586,952246,14
big5,856336,38,856323,15
bigdata,751845,31,751845,31
bigdecimal,611732,760,933866,46
bigint,841946,91,822356,65
biginteger,959923,219,732318,93
bigip,634522,149,651126,71
bignit,834681,138,834681,138
bignum,828462,153,718966,32
bigtable,565963,547,902633,34
bijective,569877,194,569877,194
billing,672159,225,714190,21
bin,638925,122,847303,47
binaries,600642,253,845431,57
binary,568671,954,912827,11
binary-data,579981,685,926935,46
binary-diff,704897,240,704897,240
binary-heap,932721,215,932721,215
binary-operators,584015,260,584015,260
binary-search,700241,535,874755,41
binary-search-tree,653365,100,653365,100
binary-trees,577659,887,947893,40
binarydata,581318,625,581318,625
binaryfiles,684763,336,943725,41
binaryreader,827020,52,827020,52
bind,605734,277,831546,23
binding,670320,840,947109,21
binding-expressions,746189,227,837936,98
bindinglist,763939,118,893568,34
bindings,605721,253,896411,24
bindingsource,598669,751,843170,56
bindtotype,780739,60,780739,60
bing,925955,190,942143,14
binomial-coefficients,956542,132,956542,132
binutils,787884,135,721192,90
bioinformatics,736855,182,832282,78
biometrics,834763,119,657228,70
bios,817174,184,778121,58
birt,576941,220,919796,17
bison,599774,314,827797,33
bit,563544,413,807689,44
bit-array,791138,57,791138,57
bit-field,629141,117,629141,117
bit-manipulation,746171,799,890847,61
bit-reversal,932079,148,932079,148
bit-shift,644708,311,767351,73
bit-shifting,737781,205,737781,205
bit-twiddling,757059,594,818800,80
bitarray,638524,287,780127,67
bitbucket,797010,55,797010,55
bitfield,612374,443,612374,443
bitfields,809227,935,882956,137
bitkeeper,682014,43,682014,43
bitmap,742236,758,926507,12
bitmap-fonts,826185,81,855250,31
bitmapdata,702164,196,919215,19
bitmapeffect,740994,79,740994,79
bitmapimage,857732,106,944366,23
bitmaps,702164,196,890295,27
bitmapsource,652068,353,830386,36
bitmask,595748,219,696952,122
bitrate,604390,339,906903,33
bitronix,841622,22,841622,22
bitrot,775580,41,775580,41
bits,648651,205,763336,65
bits-per-component,757265,62,757265,62
bits-per-pixel,757265,62,757265,62
bits2005,655435,108,655435,108
bitset,708114,348,778378,65
bitsets,605226,361,712323,43
bitsharp,869091,68,869091,68
bitstring,853845,79,853845,79
bittorrent,623635,669,708611,55
bitwise,678829,425,812142,78
bitwise-operations,812022,230,776355,135
bitwise-operators,684648,784,684977,90
bizspark,906676,37,906676,37
biztalk,656851,218,876965,14
bjam,873686,96,794522,51
bjarne-stroustrup,648998,639,871354,410
black-box,783422,69,783422,69
black-hat,772596,1667,772596,1667
blackberry,775135,317,957386,13
blackberry-storm,640071,283,909144,19
blackboard,626537,118,626537,118
blackfish,858634,312,587018,133
blackjack,837951,150,837951,150
blacklist,660525,77,744308,75
blank,592983,402,845368,65
blazeds,758006,435,916437,44
blend,721440,231,853586,86
blender,788102,88,848499,14
blender3d,585769,334,950145,62
blending,601776,101,601776,101
blending-mode,818230,147,818230,147
blindness,564521,167,564521,167
blinking,921359,53,921359,53
blitz++,697711,99,697711,99
bll,719924,325,907242,30
bloat,922001,242,922001,242
blob,815626,509,939673,17
blobs,948174,29,948174,29
block,575602,601,866368,39
block-comments,860468,208,860468,208
block-header,614584,85,614584,85
blocking,611760,950,819252,13
blocking-queue,893021,88,893021,88
blocks,690711,222,653184,76
blockui,646773,283,830953,43
blog,676934,313,901254,28
blog-engine,638579,268,634014,129
blogengineûnet,672121,243,937886,33
blogger,784761,31,721575,25
blogging,672121,243,847401,21
blogs,692673,312,847401,21
bloom,658439,75,889827,36
bloom-filter,635728,127,635728,127
blowfish,694331,449,922547,12
blueprint,749519,85,950919,29
blueprint-css,589184,700,950919,29
bluetooth,669462,232,657158,32
blur,695586,321,889827,36
bmp,593830,363,611095,123
bnf,613479,397,872124,31
bnr,599409,66,599409,66
board,849580,152,849580,152
boilerplate,880125,241,778991,40
bold,862878,63,862878,63
bom,712004,240,934160,94
bonjour,591581,68,938521,15
bonuses,936051,171,936051,171
boo,595593,508,802763,108
book,960418,206,905601,74
bookmark,651561,63,852922,48
bookmarklet,777784,286,961041,17
bookmarks,601233,491,931843,20
books,726912,996,958450,24
bool,670308,438,741334,40
boolarray,713057,301,713057,301
boolean,610916,838,892394,42
boolean-expression,852676,167,767437,97
boolean-logic,610916,838,807689,44
boolean-network,862996,73,862996,73
boost,569198,1881,878510,13
boost-asio,763429,154,768038,59
boost-bind,673731,109,790552,93
boost-build,754065,124,718269,123
boost-fusion,914399,102,914399,102
boost-iostreams,670465,125,717618,122
boost-signal,768351,185,616161,157
boost-spirit,595314,81,930334,30
boost-test,779580,80,779580,80
boost-thread,571866,150,667436,57
boostrapper,944997,20,944997,20
boostthreadid,772192,130,772192,130
boostûprogram-options,841434,39,841434,39
boostûpython,940132,79,940132,79
boot,585771,363,852570,27
boot-loader,676969,51,842341,38
bootable-dvd,705118,64,705118,64
bootcamp,829094,270,781761,78
bootstrap,856050,153,764725,130
bootstrapper,632587,185,679490,63
bootstrapping,567592,439,937269,28
border,576319,747,751362,33
border-layoout,597972,195,597972,195
borders,960493,45,960493,45
borland,678696,445,950763,17
boss,606830,463,699836,285
bossmanagement,942539,253,920967,99
boto,935448,74,935448,74
bots,587896,186,905722,32
botting,842731,114,842731,114
bottleneck,636689,365,900269,60
bottom,643879,448,643879,448
bounce,849276,259,756994,249
bouncycastle,844997,147,915039,34
boundary,617185,125,922924,18
boundcolumn,638461,281,734465,27
boundschecker,957218,44,957218,44
bourne,621915,544,919537,33
box,661907,238,896283,38
box-model,568561,1039,942678,57
box2d,680617,203,883539,22
boxing,764216,215,610253,98
bpel,637920,95,793032,8
bpm,593123,313,854719,55
bpp,587761,70,587761,70
bps,662318,47,662318,47
braces,689129,47,689129,47
brackets,719476,149,900646,6
bragging,575767,782,575767,782
brail,619923,158,619923,158
brain,574779,349,938386,107
brainbench,928275,155,928275,155
braindump,593931,449,593931,449
brainfuck,691844,159,691844,159
brainstorm,845054,89,845054,89
brainteaser,611957,326,711800,50
branch,698313,697,952312,17
branches,754082,214,913012,31
branching,597707,426,897907,24
branding,745424,114,745424,114
breach,729908,106,729908,106
breadcrumbs,735257,48,875850,20
breadth-first,624562,60,624562,60
breadth-first-search,717973,222,855899,61
break,722418,469,942846,25
breaking,723288,420,723288,420
breakpoint,701561,92,957822,28
breakpoints,656344,331,956447,21
breaks,705609,93,898912,44
brew,881443,12,881443,12
bridge,779793,453,809295,48
brightness,664760,200,704195,121
brintofront,906700,25,906700,25
brio,860433,7,860433,7
broadband,753750,137,893883,49
broadcast,777617,309,870577,45
broadcasting,608141,193,869925,10
broadcastreceiver,662344,342,662344,342
broken,702590,197,839775,21
broken-benchmark,860231,260,860231,260
broken-links,699961,92,699961,92
browscap,784418,67,784418,67
browse,575639,130,721398,87
browser,574463,5533,881738,13
browser-api,790542,341,790542,341
browser-automation,746336,108,725417,47
browser-cache,932195,109,909566,24
browser-compatability,808902,82,808902,82
browser-compatibility,682559,368,618895,13
browser-control,704564,194,704564,194
browser-detection,644903,373,942094,90
browser-plugin,864155,148,849734,41
browser-security,579661,120,579661,120
browser-specific-hacks,851708,88,851708,88
browser-stats,738372,53,738372,53
browser-tabs,939971,50,939971,50
browser-xslt,681889,96,681889,96
browserhistory,568719,461,579526,27
browsers,710905,400,842121,18
browsing,706934,96,770808,63
browsing-detection,745423,94,745423,94
browswer-detection,671890,568,671890,568
brush,807428,169,950024,43
brushes,871617,65,871617,65
brute-force,679756,294,862141,44
bsd,738786,662,871514,37
bsd-sockets,621084,190,894300,92
bsddb,814041,98,706322,87
bsddb3,706322,87,706322,87
bsf,603346,157,603346,157
bst,577659,887,577659,887
bstr,606075,499,872794,49
btm,841622,22,841622,22
btree,872070,74,872070,74
btrieve,632317,70,632317,70
bubble,873715,203,945119,37
buckminster,579603,302,579603,302
buddypress,760669,262,948116,24
buffer,653336,492,910357,18
buffer-overflow,574159,673,786656,21
buffered,637964,504,637964,504
bufferedimage,601274,287,880291,35
bufferedreader,941432,100,941432,100
bufferedwriter,828575,58,828575,58
buffering,702914,298,922831,36
buffers,666309,154,843589,44
bug,604444,941,928232,16
bug-analysis,769267,38,769267,38
bug-classification,796509,351,796509,351
bug-detection,601050,77,601050,77
bug-fixing,616833,254,886649,49
bug-reports,595984,301,595984,301
bug-tracking,868684,534,728450,20
bugs,570353,868,940018,22
bugs-vs-features,764934,75,764934,75
bugtracking,836493,236,868747,22
bugzilla,630095,189,582414,15
bugzscout,659898,123,659898,123
build,690419,757,792106,21
build-automation,574594,867,956910,10
build-error,682244,126,682244,126
build-lifecycle,599361,355,599361,355
build-management,603189,499,913059,22
build-process,574594,867,956910,10
build-quality,685940,48,685940,48
build-script,919894,28,919894,28
build-server,594429,114,949120,50
build-system,687989,105,687989,105
build-time,708807,229,708807,229
build-tools,757836,125,757836,125
build-verification-tests,889167,132,889167,132
build-xml,910461,55,910461,55
buildaction,638845,344,638845,344
buildbot,645430,133,658731,116
builder,696027,302,864855,31
builder-pattern,941322,49,941322,49
building,849456,40,891465,25
buildtool,737383,82,737383,82
buildûxml,836234,53,836234,53
built-in,621729,144,621729,144
built-in-types,905764,88,877699,81
builtin,813779,150,646010,42
buit-in-server,718901,45,718901,45
bulk,741599,256,930852,46
bulk-insert,595446,289,595446,289
bulk-load,697004,165,827445,69
bulk-mail,881286,48,881286,48
bulkcopy,934204,42,934204,42
bulkinsert,742540,1210,936458,41
bulksms,576940,293,576940,293
bullet,732987,111,862878,63
bulletedlist,568711,64,568711,64
bulletin-board,844344,82,844344,82
bullets,676464,79,676464,79
bundle,722903,96,906360,23
bureaucracy,836211,130,836211,130
burnout,912161,134,912161,134
burrow,930755,27,930755,27
bus,840095,36,907518,13
bus-error,754956,202,601680,101
business,797596,887,940122,15
business-case,905179,75,905179,75
business-delegate,794719,77,794719,77
business-ideas,719784,178,779776,138
business-intelligence,622680,95,622680,95
business-knowledge,639215,195,639215,195
business-logic,635519,320,727595,19
business-logic-layer,574520,531,929758,24
business-model,574641,127,928721,56
business-natural-languag,788872,78,788872,78
business-objects,839957,281,856337,22
business-prcess-design,841053,71,841053,71
business-process,848862,56,848862,56
business-rule,776901,77,848862,56
business-rules,707933,162,778007,72
businessintelligence,725300,378,856337,22
businessobjects,582989,175,763009,23
button,584170,849,922552,17
buttonclick,672971,229,662181,80
buttonfield,706690,470,702827,128
buttons,678925,269,884776,35
buzzwords,868774,884,657636,192
by,588914,193,623968,67
by-ref,607130,40,607130,40
by-reference,883632,61,883632,61
byref,650233,82,902367,80
byte,598046,2969,960728,31
byte-array,688831,181,688831,181
byte-shifting,866859,172,866859,172
bytearray,606191,950,912827,11
bytearrayoutputstream,831511,95,831511,95
bytebuffer,679298,165,679298,165
bytecode,638491,371,958525,10
bytecode-manipulation,648177,298,587996,188
bytes,741212,348,777525,104
bytesio,913409,29,913409,29
bzr,614155,330,946584,22
c,774871,2540,899876,16
c#,570294,3680,852227,7
