Tag,qid_highest,Highest_Question_Rating,qid_lowest,Lowest_Question_Rating
bad-code,784895,2,691455,0
bad-habits,747008,5,742409,0
bad-ptr,691572,0,691572,0
bad-question,737943,0,737667,-1
badges,778978,1,873316,0
badlocation,578000,0,578000,0
badwords,845890,1,845890,1
balancing,575772,1,575772,1
ball,780169,3,788966,1
balloon,923665,2,581959,0
bamboo,754195,4,808413,0
bandwidth,566139,7,568025,-1
bandwidth-reduction,793037,3,793037,3
bandwidth-throttling,887502,2,887502,2
bank,824505,2,824505,2
banking,780835,0,780835,0
banner,823497,0,823497,0
bar,656111,0,656111,0
barchart,595133,0,595133,0
barcode,613881,4,857054,0
barcode-scanner,587840,3,615036,0
bare,895819,1,895819,1
bare-domain,839095,3,786828,2
bare-metal,713734,6,713734,6
barebones,958258,11,958258,11
bareword,610586,0,610586,0
base,923771,5,603177,0
base-class,826821,2,729527,0
base-conversion,849598,3,849598,3
base-convert,686847,3,686847,3
base-tag,659120,0,659120,0
base-url,920298,0,920298,0
base32,729268,3,811195,0
base64,631884,4,599019,-3
basecamp,719303,1,719303,1
based,620188,1,620188,1
basehttpserver,888834,0,888834,0
basename,638991,3,638991,3
bash,603696,41,575757,-4
bash-alias,627016,2,902946,1
bash2zsh,800235,1,800235,1
bash4,793678,1,793715,0
bashrc,764600,1,619537,-1
basic,793494,4,775258,0
basic-authentication,567814,2,580032,0
basic-knowledge,611957,3,611957,3
basichttpbinding,872151,1,709192,0
basics,648595,8,585801,0
bat,625656,8,658717,-6
batch,817280,4,659770,-3
batch-delete,735201,0,735201,0
batch-file,770076,7,927428,-6
batch-process,844979,0,844979,0
batch-processing,884369,1,884369,1
batch-rename,717171,0,717171,0
batching,799389,0,799389,0
batchprocessing,760727,3,733004,0
batik,714243,0,714243,0
battery,742931,3,951112,-1
bayesian,719983,5,707879,0
bayesian-networks,684995,0,684995,0
bazaar,829682,4,595885,0
bazaar-plugins,933711,0,933711,0
bbcode,681941,2,734611,0
bbedit,621848,0,621848,0
bbpress,597379,0,597379,0
bcb,819937,0,819937,0
bcb6,939014,0,939014,0
bcc,771907,1,583786,0
bcd,960264,1,960264,1
bcel,876840,1,627269,0
bcl,911684,10,567753,0
bcp,799465,5,661027,-1
bcrypt,622732,1,622732,1
bdb,577447,1,577447,1
bdc,644697,1,600514,0
bdd,757381,4,695376,0
bde,819482,2,627808,0
bde-administrator,806913,0,806913,0
bdmv,588924,1,588924,1
bduf,621140,5,621140,5
bea,940800,0,940800,0
beam,587996,1,587996,1
beamer,732902,2,639260,1
bean,797894,2,657541,0
beans,578209,5,661938,0
beanshell,707832,1,707832,1
beanstalk,801950,3,907329,0
beanstalkd,584575,1,584575,1
beanutils,614734,0,956604,-1
bearing,695065,1,877524,0
beast,896131,0,896131,0
beautification,841075,7,841075,7
beautifier,841075,7,841075,7
beautifulsoup,640068,4,601166,0
beautytips,941170,0,941170,0
beep,691743,5,944752,0
begininvoke,881202,2,593573,1
beginner,587512,171,746729,-7
beginners-guide,595198,1,692995,0
beginning-xml,737943,0,737943,0
beginning-xpath,767851,2,741493,-1
beginning-xslt,737943,0,800963,-1
behavior,899537,3,671639,0
behaviors,799103,1,799103,1
behaviour,891581,1,620894,0
belongs-on-serverfault,787489,6,907412,-3
belongs-on-superuser,958054,2,951112,-1
belongs-on-uservoice,931137,0,931137,0
belongs-to,899981,2,707830,0
benchmark,630179,8,887862,0
benchmarking,764710,6,625680,0
benefits,609332,3,779958,0
berkeley,901966,0,901966,0
berkeley-db,577447,1,771194,0
berkeleydb,601348,3,601348,3
best,934398,6,574688,-1
best-fit-curve,718866,1,718866,1
best-practices,784461,203,624427,-5
beta,666479,4,790637,0
beta-plugins,666639,1,666639,1
beta-testing,953508,2,953508,2
beta2-to-rc2,626901,1,617116,0
beta4-to-rc2,617244,2,617244,2
between,585020,2,727424,0
bezier,574732,4,724219,0
bezier-curve,920687,4,764415,0
bfs,604478,0,604478,0
bgiframe,577739,1,577739,1
bgl,667912,1,785445,0
bgp,922920,0,922920,0
bho,645997,1,581855,0
bi,898294,0,898294,0
bibliography,755912,0,755912,0
bibtex,944996,2,757880,1
bidirectional,672915,0,672915,0
bids,631332,5,678322,0
big,928233,9,911663,1
big-o,905551,39,635893,0
big5,856336,1,856323,0
bigdata,751845,1,751845,1
bigdecimal,611732,15,744099,0
bigint,822356,0,822356,0
biginteger,619764,3,567753,0
bigip,634522,2,651126,0
bignit,834681,-2,834681,-2
bignum,761734,1,718966,0
bigtable,565963,11,782913,0
bijective,569877,1,569877,1
billing,672159,7,714190,0
bin,638925,0,638925,0
binaries,600642,2,788248,0
binary,568671,20,803683,-1
binary-data,579981,12,623935,0
binary-diff,704897,3,704897,3
binary-heap,932721,7,932721,7
binary-operators,584015,6,584015,6
binary-search,700241,2,744236,0
binary-search-tree,653365,1,653365,1
binary-trees,651565,7,924318,-4
binarydata,581318,1,581318,1
binaryfiles,703262,4,600843,0
binaryreader,827020,0,827020,0
bind,664273,3,605734,0
binding,667511,5,566326,0
binding-expressions,746189,1,837936,0
bindinglist,835345,1,763939,0
bindings,806154,5,575904,0
bindingsource,598669,3,612895,0
bindtotype,780739,1,780739,1
bing,946140,1,926330,-1
binomial-coefficients,956542,1,956542,1
binutils,721192,1,787884,0
bioinformatics,935253,3,715538,0
biometrics,606019,1,657228,-1
bios,775006,1,579216,0
birt,576941,1,603582,0
bison,717848,3,697442,0
bit,776789,2,563544,0
bit-array,791138,0,791138,0
bit-field,629141,1,629141,1
bit-manipulation,671815,10,578791,0
bit-reversal,932079,2,932079,2
bit-shift,644708,7,767351,-2
bit-shifting,737781,2,737781,2
bit-twiddling,757059,7,818800,0
bitarray,638524,3,688314,0
bitbucket,797010,2,797010,2
bitfield,612374,0,612374,0
bitfields,809227,15,882956,3
bitkeeper,682014,0,682014,0
bitmap,622573,5,589230,-4
bitmap-fonts,826185,0,826185,0
bitmapdata,702164,1,914062,0
bitmapeffect,740994,1,740994,1
bitmapimage,801833,0,801833,0
bitmaps,612886,1,829091,-1
bitmapsource,652068,1,830386,0
bitmask,595748,4,843737,0
bitrate,860388,2,604390,0
bitronix,841622,0,841622,0
bitrot,775580,0,775580,0
bits,648651,1,648651,1
bits-per-component,757265,1,757265,1
bits-per-pixel,757265,1,757265,1
bits2005,655435,2,655435,2
bitset,778378,1,708114,0
bitsets,605226,4,712323,0
bitsharp,869091,0,869091,0
bitstring,853845,2,853845,2
bittorrent,623635,7,869091,0
bitwise,791328,4,661661,0
bitwise-operations,812022,6,776355,1
bitwise-operators,684648,14,783237,0
bizspark,906676,0,906676,0
biztalk,651228,2,569400,0
bjam,873686,2,794522,0
bjarne-stroustrup,871354,6,648998,2
black-box,783422,0,783422,0
black-hat,772596,33,772596,33
blackberry,725227,5,568079,0
blackberry-storm,640071,4,909144,1
blackboard,626537,3,626537,3
blackfish,858634,2,587018,1
blackjack,837951,5,837951,5
blacklist,744308,1,660525,0
blank,592983,3,744054,0
blazeds,630591,2,635054,0
blend,721440,0,721440,0
blender,788102,0,788102,0
blender3d,585769,3,950145,0
blending,601776,0,601776,0
blending-mode,818230,1,818230,1
blindness,564521,6,564521,6
blinking,921359,0,921359,0
blitz++,697711,0,697711,0
bll,719924,3,601080,0
bloat,922001,4,922001,4
blob,815626,4,574984,0
blobs,948174,0,948174,0
block,641743,5,685039,0
block-comments,860468,3,860468,3
block-header,614584,0,614584,0
blocking,658403,7,577306,0
blocking-queue,893021,1,893021,1
blocks,766822,5,653184,0
blockui,630170,1,683571,0
blog,676934,6,658232,-1
blog-engine,634014,1,638579,0
blogengineûnet,672121,2,937886,0
blogger,721575,1,784761,0
blogging,924483,5,612425,0
blogs,692673,10,605079,-3
bloom,658439,0,658439,0
bloom-filter,635728,1,635728,1
blowfish,692810,2,694331,0
blueprint,749519,0,749519,0
blueprint-css,589184,5,730667,0
bluetooth,669462,3,599737,0
blur,695586,1,808609,0
bmp,649720,3,593830,1
bnf,613479,4,658572,0
bnr,599409,2,599409,2
board,849580,-3,849580,-3
boilerplate,572979,5,719102,0
bold,862878,0,862878,0
bom,879482,2,712004,1
bonjour,591581,0,591581,0
bonuses,936051,4,936051,4
boo,600539,4,595593,0
book,905553,4,905601,1
bookmark,651561,1,662503,-1
bookmarklet,777784,3,613808,0
bookmarks,945537,2,602359,0
books,713043,14,599802,-4
bool,670308,3,608796,0
boolarray,713057,1,713057,1
boolean,610916,6,678816,-1
boolean-expression,767437,3,852676,2
boolean-logic,610916,6,791961,0
boolean-network,862996,3,862996,3
boost,569198,28,576325,0
boost-asio,763429,1,768038,0
boost-bind,673731,1,790552,0
boost-build,754065,2,718269,0
boost-fusion,914399,4,914399,4
boost-iostreams,670465,1,717618,0
boost-signal,768351,3,616161,1
boost-spirit,930334,2,923817,0
boost-test,779580,1,779580,1
boost-thread,571866,1,667436,0
boostrapper,944997,0,944997,0
boostthreadid,772192,0,772192,0
boostûprogram-options,841434,2,841434,2
boostûpython,940132,1,940132,1
boot,564521,6,679490,0
boot-loader,676969,1,676969,1
bootable-dvd,705118,2,705118,2
bootcamp,781761,4,829094,0
bootstrap,764725,3,856050,1
bootstrapper,632587,2,679490,0
bootstrapping,713734,6,578162,0
border,576319,6,581838,0
border-layoout,597972,0,597972,0
borders,960493,1,960493,1
borland,819942,2,581548,0
boss,723288,9,606830,3
bossmanagement,942539,6,920967,0
boto,935448,0,935448,0
bots,834918,3,587896,0
botting,842731,1,842731,1
bottleneck,636689,3,900269,0
bottom,643879,1,643879,1
bounce,849276,2,756994,0
bouncycastle,892249,2,583565,0
boundary,617185,2,746217,0
boundcolumn,619410,1,619410,1
boundschecker,957218,2,957218,2
bourne,624520,1,621915,0
box,736158,1,661907,0
box-model,568561,2,708855,1
box2d,616375,2,680617,0
boxing,764216,3,610253,0
bpel,637920,0,637920,0
bpm,593123,8,854719,1
bpp,587761,0,587761,0
bps,662318,0,662318,0
braces,689129,0,689129,0
brackets,719476,2,778618,0
bragging,575767,2,575767,2
brail,619923,2,619923,2
brain,574779,4,938386,1
brainbench,928275,1,928275,1
braindump,593931,0,593931,0
brainfuck,691844,3,691844,3
brainstorm,845054,0,845054,0
brainteaser,611957,3,711800,0
branch,698313,5,650911,0
branches,906517,4,754082,1
branching,597707,13,566093,0
branding,745424,2,745424,2
breach,729908,3,729908,3
breadcrumbs,585986,0,585986,0
breadth-first,624562,1,624562,1
breadth-first-search,758041,1,717973,0
break,616339,4,749100,0
breaking,723288,9,723288,9
breakpoint,701561,1,960459,0
breakpoints,925832,7,605740,-7
breaks,705609,1,898912,0
brew,881443,1,881443,1
bridge,779793,2,809295,0
brightness,664760,1,664760,1
brintofront,906700,1,906700,1
brio,860433,0,860433,0
broadband,753750,4,893883,0
broadcast,666405,1,708387,-3
broadcasting,717198,1,608141,0
broadcastreceiver,662344,0,662344,0
broken,702590,1,839775,0
broken-benchmark,860231,3,860231,3
broken-links,699961,0,699961,0
browscap,784418,0,784418,0
browse,575639,0,575639,0
browser,956700,15,729733,-1
browser-api,790542,3,790542,3
browser-automation,725417,2,746336,1
browser-cache,932195,3,909566,0
browser-compatability,808902,2,808902,2
browser-compatibility,744216,6,576638,-1
browser-control,704564,0,704564,0
browser-detection,644903,5,588940,0
browser-plugin,864155,2,849734,0
browser-security,579661,0,579661,0
browser-specific-hacks,851708,0,851708,0
browser-stats,738372,5,738372,5
browser-tabs,939971,0,939971,0
browser-xslt,681889,0,681889,0
browserhistory,568719,6,579526,0
browsers,710905,6,726036,0
browsing,706934,0,706934,0
browsing-detection,745423,0,745423,0
browswer-detection,671890,8,671890,8
brush,794512,2,807428,1
brushes,871617,1,871617,1
brute-force,865107,4,679756,0
bsd,738786,7,670978,0
bsd-sockets,621084,1,621084,1
bsddb,706322,1,814041,0
bsddb3,706322,1,706322,1
bsf,603346,2,603346,2
bst,577659,1,577659,1
bstr,586734,2,576610,1
btm,841622,0,841622,0
btree,872070,1,872070,1
btrieve,632317,2,632317,2
bubble,873715,1,945119,0
buckminster,579603,5,579603,5
buddypress,760669,0,760669,0
buffer,653336,6,756488,-1
buffer-overflow,667177,7,751957,0
buffered,637964,3,637964,3
bufferedimage,571193,1,660580,0
bufferedreader,941432,2,941432,2
bufferedwriter,828575,1,828575,1
buffering,608316,4,684677,0
buffers,666309,3,843589,0
bug,678709,4,604444,0
bug-analysis,769267,1,769267,1
bug-classification,796509,9,796509,9
bug-detection,601050,0,601050,0
bug-fixing,616833,2,886649,0
bug-reports,595984,3,595984,3
bug-tracking,868684,16,645639,0
bugs,570353,12,570516,0
bugs-vs-features,764934,2,764934,2
bugtracking,836493,2,857869,0
bugzilla,729592,3,582414,0
bugzscout,659898,1,659898,1
build,616149,15,573383,0
build-automation,925672,13,609445,0
build-error,682244,2,682244,2
build-lifecycle,599361,10,599361,10
build-management,603189,8,931478,2
build-process,811567,11,666967,-1
build-quality,685940,0,685940,0
build-script,919894,0,919894,0
build-server,594429,1,594429,1
build-system,687989,2,687989,2
build-time,708807,4,708807,4
build-tools,757836,0,757836,0
build-verification-tests,889167,3,889167,3
build-xml,910461,0,910461,0
buildaction,638845,0,638845,0
buildbot,645430,2,645430,2
builder,696027,5,614011,0
builder-pattern,941322,0,941322,0
building,849456,0,849456,0
buildtool,737383,0,737383,0
buildûxml,836234,0,836234,0
built-in,621729,0,621729,0
built-in-types,877699,5,905764,0
builtin,813779,1,646010,0
buit-in-server,718901,0,718901,0
bulk,803423,2,918128,-1
bulk-insert,595446,2,595446,2
bulk-load,697004,1,827445,0
bulk-mail,881286,-1,881286,-1
bulkcopy,934204,1,934204,1
bulkinsert,662179,2,672386,0
bulksms,576940,0,576940,0
bullet,732987,2,862878,0
bulletedlist,568711,1,568711,1
bulletin-board,844344,0,844344,0
bullets,676464,0,676464,0
bundle,722903,1,675129,0
bureaucracy,836211,1,836211,1
burnout,912161,3,912161,3
burrow,930755,0,930755,0
bus,840095,0,840095,0
bus-error,601680,0,601680,0
business,797596,25,839443,-4
business-case,905179,1,905179,1
business-delegate,794719,2,794719,2
business-ideas,601321,4,779776,-1
business-intelligence,622680,1,622680,1
business-knowledge,639215,1,639215,1
business-logic,609499,5,713597,0
business-logic-layer,839957,4,701192,0
business-model,928721,3,574641,0
business-natural-languag,788872,0,788872,0
business-objects,609499,5,588740,0
business-prcess-design,841053,0,841053,0
business-process,848862,0,848862,0
business-rule,776901,0,776901,0
business-rules,707933,3,778007,1
businessintelligence,838169,2,626056,0
businessobjects,833509,1,582989,0
button,581794,6,800272,-2
buttonclick,662181,0,662181,0
buttonfield,706690,1,702827,0
buttons,797884,3,628628,0
buzzwords,868774,20,657636,1
by,743456,1,588914,0
by-ref,607130,1,607130,1
by-reference,883632,1,883632,1
byref,902367,2,650233,0
byte,719502,3,769502,-2
byte-array,688831,0,688831,0
byte-shifting,866859,2,866859,2
bytearray,895120,6,585685,0
bytearrayoutputstream,831511,0,831511,0
bytebuffer,679298,0,679298,0
bytecode,944492,10,591446,0
bytecode-manipulation,648177,2,587996,1
bytes,852334,5,628096,0
bytesio,913409,1,913409,1
bzr,614155,5,595885,0
c,577554,44,621490,-7
c#,941584,35,576136,-15
c#-express-edition,814074,0,814074,0
c#-to-vbûnet,642610,0,642610,0
c#2û0,830592,6,814487,-2
c#3û0,669678,19,881126,-2
c#4û0,689240,10,614731,0
c#ûnet,649209,2,686615,-4
c++,910215,50,662291,-12
c++0x,834383,16,747735,0
c++builder,952402,3,581548,0
c++cli,579636,6,743136,-1
c++clr,819425,4,796809,0
c-qualifier,719189,2,719189,2
c-strings,625010,0,625010,0
c-vs-c++,674982,7,674982,7
c10k,700072,5,619595,1
c2664,709303,0,709303,0
c2678,726456,1,726456,1
c3,929575,0,929575,0
c3p0,829443,5,730827,0
c3po,778719,0,778719,0
c5,797605,0,797605,0
c89,812717,24,632891,0
c99,832964,6,594008,0
ca,589622,0,589622,0
cab,566235,1,566459,0
cabal,828191,1,828191,1
cabwiz,693304,0,693304,0
cache,627865,7,566050,0
cache-control,598381,3,727167,0
cache-dependency,862096,1,862096,1
cache-money,616776,1,616776,1
cachedrowset,737065,0,737065,0
caching,924740,9,679927,-1
caching-application-block,955071,0,955071,0
cacti,795011,0,795011,0
cad,596666,2,661346,1
cag,643130,0,643130,0
cairngorm,832445,0,832445,0
cairo,959675,4,820221,0
cakephp,719959,4,580346,-1
cal,830412,1,830412,1
calander,921932,0,921932,0
calayer,573372,0,573372,0
calc,897873,3,736390,0
calculate,838909,1,838909,1
calculated-columns,793993,2,706807,0
calculated-style,676659,0,676659,0
calculation,798800,11,567659,0
calculaton,783237,0,783237,0
calculator,586742,3,657737,1
calculus,778209,0,778209,0
calendar,947272,7,689325,-3
calendar-control,805628,0,805628,0
calendarextender,825047,2,619389,0
call,847009,1,860367,-2
call-far,809696,2,809696,2
call-graphs,697817,6,697817,6
call-home,601503,3,601503,3
callable,897103,2,897103,2
callback,760912,10,941156,-5
callbacks,824234,5,914665,-1
callcc,612761,9,612761,9
caller,676252,1,930289,0
callgrind,863893,0,863893,0
calling,581930,1,887178,0
calling-convention,612443,10,615940,0
calling-object,658253,2,658253,2
calloc,619858,1,625138,0
calls,811855,1,811855,1
callstack,738636,4,682932,0
camelcasing,614930,4,617746,0
camera,608634,9,880675,-1
cameraposition,754060,1,754060,1
camino,695524,0,695524,0
caml,824202,3,837330,0
campaignmeasurement,582989,0,582989,0
camping,795727,1,795727,1
can,622387,1,622387,1
cancel,609692,3,855258,-1
candidate-keys,692834,0,692834,0
canonical-form,873216,2,873216,2
canopen,622387,1,622387,1
canvas,568136,4,566261,0
capability,841984,0,841984,0
capacity,614728,4,614728,4
capacity-planning,626892,5,910176,-2
capicom,584819,0,584819,0
capistrano,935046,3,653774,0
capitalization,673055,5,905317,0
cappuccino,891331,0,891331,0
capslock,854393,5,867130,2
captcha,580534,4,746327,-6
caption,674597,2,674597,2
capture,701798,3,859094,-2
carbide,883022,0,883022,0
carbon,866056,2,603114,0
card,841727,-3,841727,-3
card-game,931322,1,931322,1
card-reader,748197,1,748197,1
cardinality,755569,0,755569,0
cardspace,867857,2,682624,0
career,882755,63,652881,-2
career-advice,915699,9,944441,1
career-development,564756,102,623870,-4
career-path,713441,12,718595,0
careers,724174,19,804179,1
caret,609927,1,800332,0
carousel,872446,5,872446,5
carriage-return,650743,2,694629,0
carriage-returns,728312,0,728312,0
cart,736193,0,736193,0
cartesian-product,714108,3,729429,0
cartography,695320,5,695320,5
cas,604450,3,620688,0
cascade,581684,2,773429,0
cascading,890348,0,890348,0
cascading-saves,586888,0,586888,0
cascadingdropdown,705540,1,567495,0
case,848472,4,582514,0
case-conversion,586231,5,952612,1
case-insensitive,595081,4,568490,0
case-sensitive,940466,3,895423,-3
case-sensitivity,956740,0,956740,0
case-statement,590162,1,590162,1
cassini,795642,3,616907,0
cast,573294,6,625286,0
casting,593730,18,573384,0
castle,810187,2,658344,0
castle-activerecord,593247,1,575069,0
castle-dynamicproxy,826673,1,678131,0
castle-monorail,810187,2,932244,0
castle-windsor,696359,2,568689,0
castor,644160,2,682758,0
casyncsocket,800734,2,800734,2
cat,769550,7,592194,0
catalyst,795759,4,769739,-1
catastrophic-failure,669347,1,669415,0
catch,800161,1,800161,1
catch-block,615955,6,615955,6
