Tag,aid_highest,Highest_Answer_Rating,aid_lowest,Lowest_Answer_Rating
backup-strategies,604725,4,565379,0
backupexec,858218,2,595312,0
backups,790082,2,642617,0
backus-naur,624655,2,624652,1
backwards-compatibility,914545,2,683233,0
bad-alloc,590408,4,591296,0
bad-code,890939,8,691762,0
bad-habits,747029,9,742524,1
bad-ptr,691643,0,691643,0
bad-question,737674,3,737930,-1
badges,779015,2,873527,0
badlocation,578141,2,578119,0
badwords,845946,4,845994,-2
balancing,575859,4,679300,0
ball,780201,8,780555,0
balloon,902691,3,775728,0
bamboo,847835,1,826532,0
bandwidth,772002,8,703905,0
bandwidth-reduction,793056,1,793056,1
bandwidth-throttling,896807,1,896807,1
bank,824574,2,824574,2
banking,780845,1,780845,1
banner,823536,0,823536,0
bar,696235,6,656306,0
barchart,595152,5,595151,0
barcode,613889,10,613966,-1
barcode-scanner,587910,3,587859,0
bare,895828,5,895828,5
bare-domain,839218,7,786838,1
bare-metal,713979,6,714327,0
barebones,958285,8,958391,0
bareword,610993,4,610592,1
base,686849,10,857358,-1
base-class,826838,7,826996,-2
base-conversion,849646,5,849670,-2
base-convert,686849,10,687029,4
base-tag,659125,2,659362,-1
base-url,920341,1,920341,1
base32,811270,3,729285,0
base64,631899,13,781214,-1
basecamp,719318,2,722312,0
based,620208,0,620208,0
basehttpserver,889115,2,888885,0
basename,639008,6,639032,1
bash,603722,53,628340,-3
bash-alias,902955,5,903213,0
bash2zsh,800279,1,800279,1
bash4,793733,2,793910,1
bashrc,820533,5,820551,0
basic,783267,17,674621,0
basic-authentication,580067,3,580072,0
basic-knowledge,612026,4,616273,1
basichttpbinding,872849,2,806058,0
basics,930398,25,577589,0
bat,625667,25,625666,-1
batch,930176,16,634437,-1
batch-delete,735302,1,735237,0
batch-file,770373,12,607690,-4
batch-process,844991,6,845148,0
batch-processing,884389,3,884416,1
batch-rename,717284,1,717284,1
batching,801484,0,801484,0
batchprocessing,762035,2,877694,-1
batik,715060,0,715060,0
battery,681749,3,742997,-1
bayesian,757621,1,707901,0
bayesian-networks,685673,0,685673,0
bazaar,751217,7,601396,0
bazaar-plugins,933986,1,933986,1
bbcode,567862,7,894838,0
bbedit,621854,6,621853,0
bbpress,597403,1,597403,1
bcb,820005,1,820005,1
bcb6,939179,1,948069,0
bcc,681550,1,920817,0
bcd,960411,3,960275,0
bcel,627290,0,627290,0
bcl,782642,18,845738,-2
bcp,799483,7,661079,0
bcrypt,623177,2,622792,1
bdb,589255,1,589255,1
bdc,937092,2,600538,0
bdd,661557,3,665782,0
bde,628374,5,929331,-1
bde-administrator,808074,1,808074,1
bdmv,588956,1,588956,1
bduf,621224,6,621149,-3
bea,940865,0,940865,0
beam,588459,1,588459,1
beamer,733529,3,745540,0
bean,797933,7,657552,0
beans,578291,4,595141,0
beanshell,708896,1,710156,0
beanstalk,801989,2,871472,0
beanstalkd,584684,2,584585,0
beanutils,956673,1,614866,0
bearing,877550,2,701934,0
beast,896236,1,896236,1
beautification,841083,6,841095,0
beautifier,841083,6,841095,0
beautifulsoup,640097,9,640107,-3
beautytips,941277,1,941277,1
beep,944767,18,879179,0
begininvoke,881221,6,760203,0
beginner,587522,296,773075,-9
beginners-guide,941737,6,595220,0
beginning-xml,738038,1,738038,1
beginning-xpath,767873,6,876245,-3
beginning-xslt,800970,2,790995,0
behavior,802734,6,729923,0
behaviors,835292,1,858662,0
behaviour,621446,2,620920,0
belongs-on-serverfault,902882,12,838457,-2
belongs-on-superuser,944988,0,951118,-1
belongs-on-uservoice,931143,0,931143,0
belongs-to,900124,2,707941,0
benchmark,594368,14,630233,0
benchmarking,869347,17,687783,-1
benefits,609350,10,609340,0
berkeley,959662,0,959662,0
berkeley-db,814105,4,834176,0
berkeleydb,601365,3,601365,3
best,659017,8,574716,0
best-fit-curve,718875,4,718958,1
best-practices,630622,141,694695,-8
beta,666574,8,588540,0
beta-plugins,666768,2,666662,1
beta-testing,953532,1,953534,0
beta2-to-rc2,617260,3,620240,0
beta4-to-rc2,617641,2,617641,2
between,749620,7,727484,0
bezier,573537,6,573460,0
bezier-curve,773516,1,855152,0
bfs,604492,7,855927,1
bgiframe,579129,1,579129,1
bgl,667952,3,691410,0
bgp,924722,1,934670,0
bho,582241,2,581881,0
bi,945883,1,908391,0
bibliography,949769,3,814986,0
bibtex,757911,5,945035,0
bidirectional,701608,3,673054,0
bids,631351,8,709409,0
big,911674,5,911798,0
big-o,905832,55,870799,-5
big5,856387,2,856329,0
bigdata,751896,0,751896,0
bigdecimal,611747,10,905812,-1
bigint,840822,5,822377,0
biginteger,960045,12,567773,0
bigip,760498,1,692314,0
bignit,834828,2,834737,1
bignum,829124,6,718996,0
bigtable,568756,10,727570,0
bijective,569892,3,569891,0
billing,880327,13,880376,-2
bin,639027,2,638955,0
binaries,600841,5,848805,0
binary,568782,28,764645,-1
binary-data,662501,8,629843,0
binary-diff,704931,4,709538,-1
binary-heap,932945,5,932734,0
binary-operators,584038,16,584035,2
binary-search,700263,18,700269,0
binary-search-tree,653392,1,653392,1
binary-trees,801794,14,621247,-1
binarydata,638111,3,581355,1
binaryfiles,703267,8,600904,0
binaryreader,827130,4,827046,1
bind,664289,7,664339,0
binding,667536,12,713998,-1
binding-expressions,838796,3,746244,1
bindinglist,835402,2,763949,0
bindings,595649,9,576140,0
bindingsource,846517,5,598704,0
bindtotype,780786,1,780786,1
bing,925979,2,945611,0
binomial-coefficients,956763,2,956653,0
binutils,788019,5,758637,1
bioinformatics,736904,8,715683,0
biometrics,834808,8,606107,0
bios,775021,1,579291,0
birt,577115,2,687136,0
bison,932597,5,697815,0
bit,563564,6,841102,-1
bit-array,791153,2,791153,2
bit-field,629149,4,629164,2
bit-manipulation,746203,41,672137,-1
bit-reversal,932089,4,932084,0
bit-shift,584038,16,767483,0
bit-shifting,737798,14,737814,0
bit-twiddling,757266,15,757119,-3
bitarray,638539,20,688335,0
bitbucket,799464,5,799464,5
bitfield,612398,7,612394,0
bitfields,809341,21,587363,-1
bitkeeper,682076,1,682076,1
bitmap,622589,7,622640,-1
bitmap-fonts,881769,1,826235,0
bitmapdata,702169,2,914607,0
bitmapeffect,740997,1,740997,1
bitmapimage,857755,1,801925,0
bitmaps,613393,2,602711,0
bitmapsource,652663,0,652663,0
bitmask,696964,5,595809,0
bitrate,604420,2,907089,0
bitronix,848249,1,848249,1
bitrot,775639,2,775764,1
bits,648658,6,648656,0
bits-per-component,757281,2,759354,0
bits-per-pixel,757281,2,759354,0
bits2005,655523,1,655515,0
bitset,946626,6,708128,0
bitsets,605451,8,608177,0
bitsharp,869542,0,869542,0
bitstring,854091,3,854043,0
bittorrent,623648,8,597314,0
bitwise,838442,14,604627,0
bitwise-operations,812035,4,776851,0
bitwise-operators,684659,45,684665,-4
bizspark,907095,1,907095,1
biztalk,618852,5,569691,0
bjam,898211,1,898211,1
bjarne-stroustrup,649006,28,828231,-1
black-box,858739,2,858739,2
black-hat,772640,28,772643,0
blackberry,821098,9,807649,-1
blackberry-storm,640087,3,909407,0
blackboard,628966,1,628966,1
blackfish,859079,7,771440,0
blackjack,837961,8,837959,-1
blacklist,745599,4,660537,0
blank,598810,7,593001,0
blazeds,643870,3,605456,0
blend,853973,1,824874,0
blender,790261,1,788143,0
blender3d,585807,3,632755,0
blending,624577,1,625476,0
blending-mode,818323,2,818262,1
blindness,565109,1,565944,0
blinking,938723,1,921382,0
blitz++,698344,2,697788,0
bll,796961,7,601109,0
bloat,922038,6,922019,0
blob,815639,7,574986,-2
blobs,948196,0,948196,0
block,631603,10,631228,-2
block-comments,860484,20,864523,0
block-header,614607,2,614602,0
blocking,611777,8,658536,-1
blocking-queue,893077,5,893180,1
blocks,766829,5,653241,0
blockui,646844,2,630256,0
blog,676984,7,676968,-5
blog-engine,634048,2,875697,-1
blogengineûnet,672145,3,672131,0
blogger,748141,1,784838,0
blogging,924491,13,672131,0
blogs,924491,13,583282,0
bloom,658493,5,890039,0
bloom-filter,844090,1,635825,0
blowfish,703368,5,694896,0
blueprint,766561,0,766561,0
blueprint-css,589195,5,945905,0
bluetooth,824366,6,590544,-2
blur,695656,1,811778,0
bmp,611110,8,593867,-2
bnf,613501,12,580153,0
bnr,599451,3,599428,2
board,849599,5,849606,0
boilerplate,880338,8,719114,0
bold,862921,1,862929,0
bom,934203,7,774337,0
bonjour,591606,2,608491,0
bonuses,936078,10,936466,0
boo,595709,9,595599,0
book,945610,11,908485,0
bookmark,651570,3,662523,1
bookmarklet,747417,5,748435,-1
bookmarks,651570,3,602375,0
books,726936,26,779437,-3
bool,827412,10,651369,-3
boolarray,713105,6,713114,0
boolean,610919,62,598944,-1
boolean-expression,859767,8,859837,0
boolean-logic,610919,62,927166,-1
boolean-network,863052,4,863052,4
boost,569224,48,654352,-1
boost-asio,763533,1,763533,1
boost-bind,673766,4,674888,0
boost-build,718275,1,718275,1
boost-fusion,914500,1,914500,1
boost-iostreams,670508,2,670487,1
boost-signal,768458,4,616544,0
boost-spirit,595381,1,595345,0
boost-test,779611,2,779611,2
boost-thread,571919,1,573764,0
boostrapper,945079,0,945079,0
boostthreadid,773190,3,773190,3
boostûprogram-options,848141,1,848141,1
boostûpython,940782,1,940782,1
boot,713979,6,565944,0
boot-loader,678034,1,680979,0
bootable-dvd,705233,3,705233,3
bootcamp,781794,5,829141,0
bootstrap,858865,4,856568,-2
bootstrapper,579839,2,579632,-1
bootstrapping,713979,6,568117,0
border,576323,6,623498,-1
border-layoout,597978,1,598102,0
borders,960956,1,960512,0
borland,820007,13,582275,0
boss,606843,14,606860,0
bossmanagement,942605,6,920996,0
boto,936498,1,936498,1
bots,834954,4,960930,-4
botting,842736,1,842736,1
bottleneck,900289,3,636799,0
bottom,643882,1,643882,1
bounce,849377,4,757824,0
bouncycastle,869215,3,583605,0
boundary,617560,1,922954,0
boundcolumn,619565,3,619435,0
boundschecker,957265,2,957244,1
bourne,624525,6,621953,0
box,661915,8,662998,0
box-model,608372,13,708876,-1
box2d,649546,6,801998,0
boxing,652686,6,610304,0
bpel,774145,0,638056,-1
bpm,593456,4,593429,0
bpp,587821,0,587821,0
bps,662354,1,662354,1
braces,689209,1,689242,0
brackets,778633,6,865237,0
bragging,578284,12,575778,0
brail,641398,2,641398,2
brain,574791,5,938393,0
brainbench,928297,5,928310,0
braindump,593968,7,594318,-1
brainfuck,691923,4,691871,0
brainstorm,845057,2,845249,1
brainteaser,612026,4,711975,0
branch,698424,14,650980,0
branches,913108,7,906544,0
branching,659040,8,783693,-1
branding,746550,0,746550,0
breach,731828,2,730162,1
breadcrumbs,678044,1,586010,0
breadth-first,624582,3,624585,0
breadth-first-search,758072,4,717980,1
break,616347,12,722494,-1
breaking,723296,7,723299,0
breakpoint,701568,4,958236,0
breakpoints,605771,21,605752,0
breaks,705623,7,898941,0
brew,890914,1,890914,1
bridge,787971,12,787943,-1
brightness,664804,2,676764,0
brintofront,906705,5,906705,5
brio,863566,0,863566,0
broadband,753769,13,753768,0
broadcast,683774,3,713854,0
broadcasting,708554,1,737913,-3
broadcastreceiver,663386,1,662569,0
broken,702698,3,702667,0
broken-benchmark,860533,4,860264,0
broken-links,699984,1,699972,0
browscap,784712,2,784508,1
browse,575708,0,575708,0
browser,574465,17,910766,-3
browser-api,790545,9,790914,0
browser-automation,725599,3,750744,0
browser-cache,932211,8,909611,0
browser-compatability,808927,5,808932,0
browser-compatibility,744251,15,941074,-3
browser-control,704582,0,704582,0
browser-detection,738949,12,588945,0
browser-plugin,864346,4,850621,1
browser-security,579707,2,579713,1
browser-specific-hacks,851739,2,851727,0
browser-stats,738482,1,738482,1
browser-tabs,939998,4,940108,1
browser-xslt,686895,1,681959,0
browserhistory,570392,2,810863,-1
browsers,710910,27,569074,0
browsing,770823,3,706943,0
browsing-detection,745441,4,746015,1
browswer-detection,671907,12,671986,0
brush,808251,3,807598,0
brushes,871642,7,871642,7
brute-force,679762,5,680164,-1
bsd,822484,14,750789,-2
bsd-sockets,621161,4,894339,0
bsddb,814105,4,706733,1
bsddb3,706717,2,706733,1
bsf,604308,1,738236,0
bst,577667,9,577721,0
bstr,626062,8,626066,-2
btm,848249,1,848249,1
btree,872080,2,872358,0
btrieve,632693,1,632693,1
bubble,873725,5,874442,0
buckminster,589133,2,580079,1
buddypress,760697,3,760700,-1
buffer,648324,13,589519,0
buffer-overflow,574185,12,574204,-2
buffered,808649,10,819092,0
bufferedimage,632239,5,632281,0
bufferedreader,941455,8,941442,2
bufferedwriter,828848,4,828604,0
buffering,608322,12,608518,0
buffers,843646,3,579743,0
bug,846917,22,739279,-3
bug-analysis,769306,4,769301,2
bug-classification,796836,6,796540,0
bug-detection,601057,7,601063,0
bug-fixing,616858,12,616844,0
bug-reports,596059,7,596031,0
bug-tracking,661392,9,704172,-1
bugs,570377,35,661712,-1
bugs-vs-features,764943,2,764950,0
bugtracking,836765,3,836505,0
bugzilla,729604,3,610695,0
bugzscout,694159,0,694159,0
build,616185,11,844799,-2
build-automation,925688,17,925763,-2
build-error,687170,1,687170,1
build-lifecycle,599375,4,698901,0
build-management,603255,9,603248,0
build-process,862092,16,928010,-3
build-quality,686197,2,686197,2
build-script,920031,1,920031,1
build-server,949138,2,594434,0
build-system,688007,1,692969,0
build-time,708820,3,708833,0
build-tools,956301,1,956301,1
build-verification-tests,889203,10,889269,0
build-xml,910548,2,910548,2
buildaction,639309,2,639309,2
buildbot,658872,4,671150,1
builder,584140,4,641090,-1
builder-pattern,941381,2,941381,2
building,849469,1,858826,0
buildtool,737493,2,738470,1
buildûxml,836260,1,836266,0
built-in,622648,3,638645,1
built-in-types,877707,8,877735,0
builtin,813916,8,647180,-1
buit-in-server,718929,0,718929,0
bulk,741634,3,579852,0
bulk-insert,595588,1,595588,1
bulk-load,697255,2,827971,0
bulk-mail,881346,1,881293,0
bulkcopy,934216,0,934216,0
bulkinsert,662198,4,753799,-1
bulksms,576959,3,576947,0
bullet,733138,1,733410,0
bulletedlist,569505,1,569505,1
bulletin-board,844496,1,844356,0
bullets,676765,1,678506,0
bundle,819427,4,722951,0
bureaucracy,837995,1,840925,0
burnout,912205,2,912214,1
burrow,930972,1,930972,1
bus,842449,1,907656,0
bus-error,601685,7,754966,0
business,797620,27,646129,-12
business-case,905254,3,905257,1
business-delegate,795544,1,795544,1
business-ideas,834735,2,638620,0
business-intelligence,622776,2,622776,2
business-knowledge,639233,7,641158,0
business-logic,635538,12,589460,0
business-logic-layer,840206,7,701928,0
business-model,928825,1,574662,0
business-natural-languag,788968,1,788968,1
business-objects,840206,7,588772,0
business-prcess-design,841087,2,841085,-2
business-process,848903,1,849007,0
business-rule,776952,2,953178,0
business-rules,707940,4,778816,-1
businessintelligence,789679,6,848193,-1
businessobjects,603305,2,616937,0
button,581801,20,941552,-2
buttonclick,673035,2,673080,0
buttonfield,706912,1,706229,0
buttons,855223,6,578900,0
buzzwords,868933,17,657710,0
by,623984,2,588928,0
by-ref,607147,3,607147,3
by-reference,883674,2,883671,1
byref,902379,6,902410,1
byte,822241,13,698346,-3
byte-array,706572,0,706572,0
byte-shifting,866935,4,868678,1
bytearray,606199,9,803264,-1
bytearrayoutputstream,831532,1,831763,0
bytebuffer,679325,1,679307,0
bytecode,888119,19,944557,-2
bytecode-manipulation,648215,8,588459,1
bytes,852394,7,628123,0
bytesio,913427,2,913427,2
bzr,706457,4,792319,0
c,610919,62,925429,-12
c#,600306,88,911543,-15
c#-express-edition,814174,0,814174,0
c#-to-vbûnet,642696,3,645225,1
c#2û0,934273,9,757475,-1
c#3û0,720581,18,879871,-4
c#4û0,652848,9,652893,-1
c#ûnet,930193,11,686683,-1
c++,910340,128,636904,-6
c++0x,852426,23,847037,-1
c++builder,820007,13,641090,-1
c++cli,679040,12,759289,-1
c++clr,819988,6,637895,0
c-qualifier,719210,6,719242,-2
c-strings,625031,3,625022,0
c-vs-c++,674989,29,675033,1
c10k,635311,10,635314,0
c2664,709322,4,714872,1
c2678,726473,6,726606,0
c3,929582,2,929581,1
c3p0,924362,3,731966,0
c3po,838143,1,838143,1
c5,798329,1,797644,0
c89,812736,15,575387,0
c99,745877,10,833164,-2
ca,590169,4,589627,0
cab,566464,2,566675,0
cabal,831465,1,831413,0
cabwiz,693323,1,693323,1
cache,627875,16,650469,-1
cache-control,598528,4,727650,1
cache-dependency,862850,0,862850,0
cache-money,887373,1,616978,0
cachedrowset,737076,1,737076,1
caching,627875,16,819561,-2
caching-application-block,955301,0,955301,0
cacti,795104,0,795104,0
cad,596818,3,596747,0
cag,697953,2,643156,0
cairngorm,956599,2,832627,1
cairo,673447,3,927479,0
cakephp,719963,15,817138,-4
cal,831673,0,831673,0
calander,921938,0,921938,0
calayer,700925,5,700225,-1
calc,899205,2,741204,0
calculate,838919,2,838919,2
calculated-columns,794004,2,710784,0
calculated-style,676682,2,676671,1
calculation,848367,15,614430,0
calculaton,783267,17,783288,0
calculator,586756,8,586768,0
calculus,778323,0,778323,0
calendar,725161,14,884502,-3
calendar-control,806735,0,806735,0
calendarextender,860525,3,619409,0
call,841857,2,620404,0
call-far,809830,1,809830,1
call-graphs,697926,2,697926,2
call-home,755151,1,602748,0
callable,897115,1,897115,1
callback,760919,10,602771,0
callbacks,824239,12,615943,-1
callcc,612797,4,612803,1
caller,931410,8,930414,-1
callgrind,897453,1,897453,1
calling,887221,2,582103,0
calling-convention,615976,8,596557,0
calling-object,658270,6,658282,0
calloc,619957,7,625142,0
calls,812140,1,812140,1
callstack,742278,8,590238,0
camelcasing,614943,18,618271,0
camera,784477,8,733432,0
cameraposition,754158,1,754088,0
camino,695541,2,695541,2
caml,824487,4,580916,0
campaignmeasurement,603305,2,616937,0
camping,795754,2,795754,2
can,622435,1,622435,1
cancel,574856,4,574857,0
candidate-keys,692935,2,692930,0
canonical-form,873264,1,873269,0
canopen,622435,1,622435,1
canvas,813968,6,573908,-2
capability,842032,0,842032,0
capacity,614786,2,614775,1
capacity-planning,910185,25,626925,-1
capicom,586788,1,885483,0
capistrano,632934,2,694960,-1
capitalization,860455,6,673120,0
cappuccino,894213,0,894213,0
capslock,854442,9,942764,0
captcha,696403,7,632440,-1
caption,674668,3,676535,1
capture,701861,6,584749,0
carbide,901423,0,901423,0
carbon,730659,3,608267,0
card,841743,0,841743,0
card-game,931455,4,931448,0
card-reader,748650,2,748650,2
cardinality,755599,1,755599,1
cardspace,868400,1,774294,-1
career,866523,32,631037,-6
career-advice,915756,6,915751,0
career-development,564780,84,691109,-5
career-path,713510,22,713779,-1
careers,724207,16,585555,0
caret,769223,3,610017,0
carousel,872475,13,872482,0
carriage-return,800048,11,651423,-1
carriage-returns,945579,2,945675,-1
cart,954432,3,776860,1
cartesian-product,839495,4,714268,0
cartography,695335,3,695361,1
cas,622873,7,636259,0
cascade,581701,8,581706,0
cascading,891192,0,891192,0
cascading-saves,664076,1,591599,0
cascadingdropdown,587119,3,624564,-1
case,848475,29,795356,-1
case-conversion,586273,11,952666,1
case-insensitive,814307,7,568645,0
case-sensitive,940480,13,895471,-1
case-sensitivity,956833,2,956845,0
case-statement,590166,2,590188,0
cassini,766760,2,627787,0
cast,783513,10,944220,-3
casting,674989,29,941881,-6
castle,670099,2,662045,0
castle-activerecord,575469,2,593572,-1
castle-dynamicproxy,682229,0,682229,0
